"TOA5","1481","CR3000","1481","CR3000.Std.32.06","CPU:AWS_MaggieMay.CR3","1996","Res_data_1_min"
"TIMESTAMP","RECORD","BattV","temperature_1","temperature_2","rel_humidity_1","rel_humidity_2","wind_speed_1","wind_speed_2","gust_speed_1","gust_speed_2","wind_direction","air_pressure","SWup","SWdown","LWup","LWdown","CNR1_T_degC","ground_temperature"
"2026-03-17 18:17:00",22,14.32,-7.007,-6.919,75.9,76.18,0,0.049,0,0.392,40.61,1012.876,0.881,0.325,277.6,264.2,-7.758,-6.429
"2026-03-17 18:18:00",23,14.32,-6.988,-6.919,75.78,76.21,0,0,0,0,40.14,1012.881,0.915,0.34,277.3,264.2,-7.764,-6.48
"2026-03-17 18:19:00",24,14.32,-6.967,-6.908,75.74,76.1,0,0,0,0,40.11,1012.854,0.862,0.273,277,264,-7.768,-6.498
"2026-03-17 18:20:00",25,14.31,-6.936,-6.878,75.86,75.83,0,0,0,0,41.21,1012.86,0.906,0.277,276.8,263.6,-7.767,-6.513
"2026-03-17 18:21:00",26,14.32,-6.883,-6.835,75.76,75.44,0,0,0,0,41.61,1012.858,0.909,0.244,276.7,263.2,-7.76,-6.545
"2026-03-17 18:22:00",27,14.32,-6.837,-6.758,75.37,74.85,0,0.052,0,0.392,41.72,1012.875,0.996,0.307,276.9,262.8,-7.733,-6.602
"2026-03-17 18:23:00",28,14.31,-6.797,-6.665,74.89,74.33,0,0.035,0,0.392,41.72,1012.875,1.134,0.426,277,262.9,-7.717,-6.683
"2026-03-17 18:24:00",29,14.32,-6.789,-6.609,74.59,74.07,0,0.003,0,0.098,41.58,1012.875,1.044,0.374,276.9,262.9,-7.717,-6.755
"2026-03-17 18:25:00",30,14.32,-6.795,-6.597,74.32,74.1,0,0.362,0,0.588,41.47,1012.854,0.958,0.245,277,262.8,-7.707,-6.837
"2026-03-17 18:26:00",31,14.31,-6.811,-6.586,74.51,73.82,0,0.266,0,0.588,40.89,1012.833,0.9,0.192,277,262.9,-7.709,-6.962
"2026-03-17 18:27:00",32,14.31,-6.777,-6.545,74.43,73.5,0,0,0,0,40.81,1012.79,0.781,0.185,277.1,263.1,-7.703,-7.149
"2026-03-17 18:28:00",33,14.31,-6.725,-6.508,74.13,73.37,0,0,0,0,40.68,1012.771,0.737,0.254,277,263.4,-7.695,-7.295
"2026-03-17 18:29:00",34,14.31,-6.673,-6.471,73.91,73.08,0,0.311,0,1.274,334.7,1012.761,0.773,0.337,276.9,263.5,-7.698,-7.39
"2026-03-17 18:30:00",35,14.31,-6.622,-6.413,73.47,72.78,0,0.749,0,1.274,350.2,1012.752,0.394,0.005,277.2,263.9,-7.68,-7.406
"2026-03-17 18:31:00",36,14.31,-6.582,-6.337,73.23,72.24,0.095,0.919,0.721,1.372,333.1,1012.742,0.721,0.229,277.7,265.5,-7.625,-7.303
"2026-03-17 18:32:00",37,14.31,-6.523,-6.216,73.21,71.45,1.165,1.91,1.699,2.254,324.6,1012.726,0.81,0.378,278.3,267.2,-7.576,-7.223
"2026-03-17 18:33:00",38,14.31,-6.369,-6.078,72.5,70.74,1.176,1.739,1.647,2.156,321.1,1012.728,1.057,0.665,279.1,268.1,-7.482,-7.091
"2026-03-17 18:34:00",39,14.31,-6.261,-6.03,71.88,70.68,0.387,1.053,0.978,1.568,324.2,1012.761,1.34,1.014,279.4,269.1,-7.426,-7.029
"2026-03-17 18:35:00",40,14.31,-6.243,-6.026,71.51,70.54,0,0.03,0,0.392,333.6,1012.784,1.423,1.111,279.4,270.2,-7.426,-6.996
"2026-03-17 18:36:00",41,14.31,-6.301,-6.087,71.46,71.03,0.001,0.283,0.051,0.686,88.3,1012.794,1.073,0.714,279.5,270.8,-7.415,-6.991
"2026-03-17 18:37:00",42,14.31,-6.374,-6.192,71.7,71.7,0,0.326,0,0.588,80,1012.798,1.053,0.637,279.8,270.3,-7.386,-6.972
"2026-03-17 18:38:00",43,14.31,-6.427,-6.27,72.18,72.28,0,0.449,0,0.882,81.8,1012.804,1.038,0.617,279.9,270.1,-7.349,-6.96
"2026-03-17 18:39:00",44,14.31,-6.422,-6.276,72.74,72.74,0,0.307,0,0.588,85.4,1012.805,1.149,0.791,280,269.8,-7.316,-6.923
"2026-03-17 18:40:00",45,14.31,-6.371,-6.232,72.91,72.33,0,0.01,0,0.098,85.3,1012.783,1.149,0.728,279.9,269.4,-7.29,-6.88
"2026-03-17 18:41:00",46,14.31,-6.293,-6.182,72.72,72.42,0,0,0,0,85.4,1012.771,1.325,0.842,280.2,270.5,-7.238,-6.824
"2026-03-17 18:42:00",47,14.31,-6.223,-6.144,72.57,72.9,0,0,0,0,85.3,1012.748,1.489,1.144,280.4,273.1,-7.208,-6.821
"2026-03-17 18:43:00",48,14.31,-6.178,-6.116,72.49,72.77,0,0,0,0,85.3,1012.728,1.436,1.111,280.4,273.7,-7.176,-6.857
"2026-03-17 18:44:00",49,14.31,-6.143,-6.102,72.42,72.76,0,0,0,0,85.2,1012.734,1.212,0.977,280.5,274.1,-7.153,-6.84
"2026-03-17 18:45:00",50,14.31,-6.112,-6.091,72.23,72.84,0,0,0,0,29.84,1012.734,1.24,1.048,280.9,276.7,-7.11,-6.818
"2026-03-17 18:46:00",51,14.31,-6.085,-6.071,72.1,72.25,0,0.111,0,0.49,344.5,1012.73,1.154,1.054,281.4,278.5,-7.061,-6.805
"2026-03-17 18:47:00",52,14.31,-6.035,-6.013,71.6,71.73,0,0.41,0,0.686,344.7,1012.718,1.378,1.291,282.1,278.6,-7,-6.72
"2026-03-17 18:48:00",53,14.31,-6.01,-6.014,71.33,71.62,0,0.087,0,0.392,345.1,1012.718,1.384,1.365,282.2,279,-6.973,-6.671
"2026-03-17 18:49:00",54,14.31,-6.059,-6.048,71.24,71.49,0,0.297,0,0.588,17.31,1012.725,1.078,1.093,282.4,280.3,-6.977,-6.698
"2026-03-17 18:50:00",55,14.31,-6.149,-6.082,71.2,71.37,0.001,0.412,0.051,0.588,24.19,1012.729,0.685,0.676,282.5,280.7,-6.99,-6.721
"2026-03-17 18:51:00",56,14.31,-6.208,-6.088,71.39,71.29,0,0.444,0,0.588,42.33,1012.724,0.46,0.484,282.7,281,-6.995,-6.717
"2026-03-17 18:52:00",57,14.31,-6.215,-6.102,71.26,71.59,0,0.586,0,0.784,42.91,1012.731,0.278,0.287,283,281.6,-6.973,-6.699
"2026-03-17 18:53:00",58,14.31,-6.228,-6.134,71.33,71.64,0,0.484,0,0.686,43.5,1012.733,0.473,0.492,283.3,282.3,-6.934,-6.661
"2026-03-17 18:54:00",59,14.31,-6.235,-6.138,71.37,71.47,0,0.532,0,0.686,49.74,1012.715,0.579,0.689,283.5,282.8,-6.922,-6.616
"2026-03-17 18:55:00",60,14.31,-6.236,-6.113,71.43,71.33,0,0.46,0,0.882,49.75,1012.704,0.513,0.574,283.5,283.1,-6.925,-6.581
"2026-03-17 18:56:00",61,14.31,-6.241,-6.086,71.53,71.17,0,0.199,0,0.49,49.76,1012.693,0.273,0.365,283.7,283.4,-6.907,-6.567
"2026-03-17 18:57:00",62,14.31,-6.206,-6.063,71.33,71.28,0,0.151,0,0.49,49.67,1012.686,0.401,0.464,283.9,283.5,-6.872,-6.538
"2026-03-17 18:58:00",63,14.31,-6.159,-6.053,71.23,72.07,0,0.379,0,0.588,49.3,1012.672,0.574,0.67,284.1,283.5,-6.838,-6.525
"2026-03-17 18:59:00",64,14.31,-6.121,-6.047,71.41,72.54,0,0.58,0,0.882,44.98,1012.641,0.693,0.832,284.2,283.4,-6.803,-6.513
"2026-03-17 19:00:00",65,14.31,-6.119,-6.07,71.61,72.48,0,0.559,0,0.784,45.02,1012.631,0.7,0.772,284.4,283.4,-6.789,-6.499
"2026-03-17 19:01:00",66,14.31,-6.131,-6.083,71.66,71.83,0,0.507,0,0.686,45.02,1012.619,0.584,0.699,284.5,283.6,-6.762,-6.479
"2026-03-17 19:02:00",67,14.31,-6.132,-6.083,71.63,71.6,0,0.843,0,1.078,44.78,1012.618,0.585,0.833,284.6,283.7,-6.742,-6.447
"2026-03-17 19:03:00",68,14.31,-6.149,-6.096,71.97,71.82,0,1.231,0,1.47,25.3,1012.616,0.579,0.747,284.7,283.6,-6.732,-6.433
"2026-03-17 19:04:00",69,14.31,-6.196,-6.134,72.21,72.33,0,1.176,0,1.372,25.34,1012.611,0.551,0.574,284.8,283.7,-6.708,-6.429
"2026-03-17 19:05:00",70,14.31,-6.243,-6.186,72.55,72.52,0,0.989,0,1.176,25.48,1012.621,0.532,0.574,284.9,283.9,-6.692,-6.424
"2026-03-17 19:06:00",71,14.31,-6.287,-6.221,72.78,72.78,0,0.979,0,1.47,28.02,1012.621,0.355,0.508,284.9,284.2,-6.693,-6.421
"2026-03-17 19:07:00",72,14.31,-6.329,-6.249,73.25,73.05,0,1.305,0,1.568,32.8,1012.623,0.287,0.35,284.9,284.1,-6.695,-6.425
"2026-03-17 19:08:00",73,14.31,-6.366,-6.263,73.53,73.16,0,0.611,0,1.176,32.52,1012.622,0.263,0.326,285,284.3,-6.688,-6.414
"2026-03-17 19:09:00",74,14.31,-6.37,-6.223,73.85,73.32,0,0.469,0,0.686,20.63,1012.626,0.283,0.363,285.1,284.3,-6.672,-6.399
"2026-03-17 19:10:00",75,14.31,-6.351,-6.2,73.66,73.72,0,0.082,0,0.392,24.06,1012.629,0.306,0.383,285.1,284.1,-6.659,-6.375
"2026-03-17 19:11:00",76,14.31,-6.346,-6.23,73.76,74.15,0,0,0,0,24.08,1012.628,0.379,0.431,285.1,284.2,-6.653,-6.364
"2026-03-17 19:12:00",77,14.31,-6.355,-6.267,73.81,74.61,0,0,0,0,24.09,1012.626,0.335,0.398,285.2,284.2,-6.64,-6.357
"2026-03-17 19:13:00",78,14.31,-6.359,-6.312,74,74.77,0,0,0,0,28.52,1012.641,0.374,0.426,285.2,284.2,-6.639,-6.346
"2026-03-17 19:14:00",79,14.31,-6.366,-6.333,74.04,74.09,0,0,0,0,28.54,1012.656,0.311,0.388,285.2,284.3,-6.625,-6.329
"2026-03-17 19:15:00",80,14.31,-6.336,-6.282,73.66,73.36,0,0.105,0,0.882,28.58,1012.662,0.377,0.407,285.3,284.5,-6.597,-6.313
"2026-03-17 19:16:00",81,14.31,-6.251,-6.203,73.01,72.81,0,0,0,0,28.45,1012.648,0.527,0.564,285.4,284.8,-6.569,-6.294
"2026-03-17 19:17:00",82,14.31,-6.157,-6.137,72.62,72.66,0,0,0,0,28.16,1012.635,0.565,0.617,285.5,284.9,-6.553,-6.279
"2026-03-17 19:18:00",83,14.31,-6.092,-6.086,72.45,72.54,0,0,0,0,28.12,1012.609,0.574,0.689,285.7,285.3,-6.534,-6.266
"2026-03-17 19:19:00",84,14.31,-6.049,-6.034,72.23,72.31,0,0,0,0,28.08,1012.604,0.584,0.747,285.8,285.5,-6.517,-6.242
"2026-03-17 19:20:00",85,14.31,-6.004,-5.989,72.17,72.59,0,0.01,0,0.294,28.45,1012.605,0.626,0.803,285.9,285.3,-6.502,-6.216
"2026-03-17 19:21:00",86,14.31,-5.98,-5.983,72.3,72.49,0,0,0,0,28.46,1012.603,0.681,0.852,285.9,285.2,-6.483,-6.189
"2026-03-17 19:22:00",87,14.31,-5.988,-5.99,72.6,72.98,0,0,0,0,29.58,1012.607,0.574,0.623,285.8,285.1,-6.481,-6.182
"2026-03-17 19:23:00",88,14.31,-5.989,-5.972,73.43,74.51,0,0.718,0,0.98,74.31,1012.618,0.45,0.551,285.9,284.9,-6.462,-6.173
"2026-03-17 19:24:00",89,14.31,-5.978,-5.965,73.96,74.5,0,1.15,0,1.47,78.98,1012.643,0.474,0.545,286,284.8,-6.436,-6.16
"2026-03-17 19:25:00",90,14.31,-5.982,-5.957,73.91,73.82,0.074,1.277,1.39,1.47,86.2,1012.661,0.335,0.412,286.1,285,-6.396,-6.133
"2026-03-17 19:26:00",91,14.31,-5.917,-5.888,73.41,73.24,1.058,1.296,1.544,1.666,70.92,1012.663,0.449,0.516,286.3,285.1,-6.348,-6.095
"2026-03-17 19:27:00",92,14.31,-5.839,-5.819,72.8,72.82,1.109,1.511,1.338,1.764,57.11,1012.661,0.617,0.684,286.4,285.2,-6.294,-6.064
"2026-03-17 19:28:00",93,14.31,-5.787,-5.772,73.12,73.49,0.942,1.689,1.39,2.058,50.21,1012.664,0.847,0.876,286.5,285.2,-6.252,-6.056
"2026-03-17 19:29:00",94,14.31,-5.787,-5.774,73.18,72.98,1.211,1.893,1.596,2.156,49.76,1012.655,0.622,0.719,286.6,285.3,-6.225,-6.039
"2026-03-17 19:30:00",95,14.31,-5.788,-5.771,73.77,74.74,0.845,1.303,1.338,1.764,46.27,1012.643,0.58,0.618,286.7,285.4,-6.207,-6.018
"2026-03-17 19:31:00",96,14.31,-5.797,-5.792,73.31,73.52,0.461,0.943,0.978,1.372,45.8,1012.629,0.574,0.574,286.8,285.8,-6.18,-6.003
"2026-03-17 19:32:00",97,14.31,-5.809,-5.801,73.05,72.48,0,0.192,0,0.784,45.9,1012.618,0.574,0.574,286.8,286.1,-6.164,-5.997
"2026-03-17 19:33:00",98,14.31,-5.803,-5.786,72.93,72.72,0,0,0,0,45.85,1012.619,0.56,0.603,286.8,286.4,-6.153,-5.996
"2026-03-17 19:34:00",99,14.31,-5.79,-5.772,72.94,73.2,0,0,0,0,45.9,1012.612,0.531,0.579,286.8,286.3,-6.146,-5.989
"2026-03-17 19:35:00",100,14.31,-5.785,-5.769,73.02,73.17,0,0,0,0,45.96,1012.61,0.431,0.565,286.9,286.3,-6.142,-5.981
"2026-03-17 19:36:00",101,14.31,-5.78,-5.769,73.22,73.86,0,0,0,0,45.94,1012.613,0.459,0.569,286.9,286.3,-6.129,-5.979
"2026-03-17 19:37:00",102,14.31,-5.79,-5.784,73.11,73.72,0,0.247,0,0.882,45.73,1012.607,0.33,0.412,286.9,286.1,-6.129,-5.985
"2026-03-17 19:38:00",103,14.31,-5.853,-5.863,73.08,74.09,0.003,0.932,0.103,1.372,45.54,1012.609,0.283,0.297,286.8,285.9,-6.14,-6.006
"2026-03-17 19:39:00",104,14.31,-5.962,-5.991,73.21,74.13,0,1.379,0,1.568,45.4,1012.606,0.144,0.168,286.7,285.8,-6.157,-6.05
"2026-03-17 19:40:00",105,14.31,-6.079,-6.127,73.68,74.74,0,1.294,0,1.47,40.43,1012.617,-0.004,0.005,286.6,285.8,-6.179,-6.087
"2026-03-17 19:41:00",106,14.31,-6.178,-6.197,74.13,73.8,0,1.227,0,1.372,40.67,1012.635,-0.129,-0.043,286.5,286,-6.204,-6.112
"2026-03-17 19:42:00",107,14.31,-6.253,-6.192,74.59,74.75,0,1.036,0,1.274,41.51,1012.643,-0.206,-0.168,286.5,285.9,-6.216,-6.122
"2026-03-17 19:43:00",108,14.31,-6.306,-6.24,75.02,74.49,0,1.013,0,1.176,41.52,1012.649,-0.282,-0.253,286.4,285.8,-6.236,-6.119
"2026-03-17 19:44:00",109,14.31,-6.35,-6.292,75.31,74.83,0,0.741,0,0.98,41.54,1012.664,-0.254,-0.226,286.5,285.8,-6.246,-6.115
"2026-03-17 19:45:00",110,14.31,-6.369,-6.317,75.55,74.71,0,0.434,0,0.588,41.47,1012.665,-0.177,-0.14,286.4,285.8,-6.254,-6.104
"2026-03-17 19:46:00",111,14.31,-6.381,-6.31,75.71,74.24,0,0.572,0,0.686,41.43,1012.666,-0.139,-0.043,286.4,285.7,-6.258,-6.097
"2026-03-17 19:47:00",112,14.31,-6.378,-6.284,75.72,74.71,0,0.716,0,0.882,41.23,1012.669,-0.005,-0.01,286.5,285.4,-6.261,-6.099
"2026-03-17 19:48:00",113,14.31,-6.371,-6.275,75.79,75.38,0,0.644,0,0.882,41.3,1012.665,-0.014,0,286.4,285.2,-6.275,-6.108
"2026-03-17 19:49:00",114,14.31,-6.364,-6.301,75.8,74.96,0,0.388,0,0.49,41.18,1012.662,-0.01,-0.01,286.4,285.5,-6.282,-6.112
"2026-03-17 19:50:00",115,14.31,-6.359,-6.308,75.77,74.86,0,0.223,0,0.49,41.17,1012.648,-0.01,0,286.5,285.7,-6.284,-6.112
"2026-03-17 19:51:00",116,14.31,-6.347,-6.302,75.69,74.27,0,0.601,0,0.882,41.03,1012.631,0,0,286.5,285.7,-6.289,-6.109
"2026-03-17 19:52:00",117,14.31,-6.341,-6.274,75.68,74.08,0,1.028,0,1.274,40.7,1012.635,0,0,286.5,285.6,-6.296,-6.114
"2026-03-17 19:53:00",118,14.31,-6.335,-6.249,75.76,74.49,0,1.173,0,1.372,40.61,1012.625,0,0,286.5,285.5,-6.305,-6.117
"2026-03-17 19:54:00",119,14.31,-6.334,-6.248,75.81,74.54,0,1.139,0,1.274,40.87,1012.638,-0.014,-0.01,286.5,285.6,-6.31,-6.118
"2026-03-17 19:55:00",120,14.31,-6.328,-6.243,75.98,75.46,0,1.195,0,1.764,41.51,1012.666,-0.01,-0.005,286.5,285.5,-6.315,-6.116
"2026-03-17 19:56:00",121,14.31,-6.32,-6.243,76.3,75.8,0,1.591,0,1.96,49.1,1012.689,0,0,286.5,285.1,-6.314,-6.109
"2026-03-17 19:57:00",122,14.31,-6.303,-6.234,76.16,75.21,0.002,1.63,0.051,1.96,45.76,1012.686,0,0,286.5,285.1,-6.307,-6.097
"2026-03-17 19:58:00",123,14.31,-6.26,-6.209,75.8,75.04,0,1.408,0,1.666,45.4,1012.676,0.075,0.104,286.5,285.2,-6.289,-6.081
"2026-03-17 19:59:00",124,14.31,-6.21,-6.189,75.37,74.54,0.004,1.448,0.206,1.666,42.23,1012.664,0.263,0.282,286.6,285.2,-6.274,-6.071
"2026-03-17 20:00:00",125,14.31,-6.179,-6.179,75.02,74.15,0,1.369,0.051,1.666,41.91,1012.639,0.287,0.287,286.6,285,-6.264,-6.063
"2026-03-17 20:01:00",126,14.31,-6.162,-6.172,74.87,74.38,0,1.047,0,1.274,41.81,1012.622,0.287,0.287,286.5,284.9,-6.262,-6.063
"2026-03-17 20:02:00",127,14.31,-6.149,-6.166,74.92,74.55,0,0.72,0,1.078,40.84,1012.615,0.287,0.287,286.6,285,-6.258,-6.064
"2026-03-17 20:03:00",128,14.31,-6.144,-6.159,75.07,74.64,0,0.349,0,0.588,40.7,1012.605,0.287,0.263,286.5,284.7,-6.26,-6.065
"2026-03-17 20:04:00",129,14.31,-6.146,-6.155,74.98,74.21,0,0.2,0,0.49,40.66,1012.568,0.24,0.197,286.5,284.1,-6.264,-6.067
"2026-03-17 20:05:00",130,14.31,-6.148,-6.145,74.91,73.81,0,0.488,0,1.274,12.2,1012.552,0.201,0.159,286.4,283.8,-6.265,-6.072
"2026-03-17 20:06:00",131,14.31,-6.143,-6.122,74.56,73.8,0,1.338,0,1.568,13.63,1012.542,0.144,0.133,286.4,283.8,-6.261,-6.077
"2026-03-17 20:07:00",132,14.31,-6.129,-6.101,74.65,74.07,0,1.59,0,1.96,19.77,1012.54,0.134,0.144,286.4,283.5,-6.26,-6.082
"2026-03-17 20:08:00",133,13.52,-6.125,-6.103,74.88,74.38,0,1.957,0,2.156,28.56,1012.538,0.129,0.138,286.3,283.1,-6.262,-6.087
"2026-03-17 20:09:00",134,13.45,-6.135,-6.11,75.07,74.26,0.001,2.202,0.051,2.45,34.36,1012.546,0.125,0.063,286.3,283.3,-6.259,-6.095
"2026-03-17 20:10:00",135,13.46,-6.145,-6.113,75.19,74.53,0,1.83,0,2.156,27.42,1012.531,0.048,0.005,286.3,283.7,-6.262,-6.094
"2026-03-17 20:11:00",136,13.47,-6.146,-6.113,75.17,74.74,0.141,1.486,0.927,1.96,17.36,1012.501,0.057,0.014,286.3,283.7,-6.264,-6.091
"2026-03-17 20:12:00",137,13.46,-6.143,-6.116,75.04,74.61,0,1.309,0,1.568,7.994,1012.468,0.21,0.091,286.3,283.8,-6.259,-6.086
"2026-03-17 20:13:00",138,13.46,-6.132,-6.11,74.86,73.89,0,1.426,0,1.666,5.615,1012.463,0.268,0.171,286.4,284.3,-6.255,-6.08
"2026-03-17 20:14:00",139,13.46,-6.117,-6.085,74.58,73.4,0.185,1.727,0.875,1.862,4.988,1012.473,0.282,0.249,286.4,284.6,-6.244,-6.07
"2026-03-17 20:15:00",140,13.45,-6.097,-6.06,74.61,73.37,0.387,1.827,1.03,2.058,12.3,1012.473,0.287,0.287,286.4,284.5,-6.24,-6.06
"2026-03-17 20:16:00",141,13.48,-6.089,-6.057,74.19,73.1,0.574,1.909,1.338,2.156,14.53,1012.483,0.282,0.273,286.5,284.4,-6.237,-6.055
"2026-03-17 20:17:00",142,13.46,-6.074,-6.049,74.14,73.79,0.02,1.445,0.515,1.96,16.3,1012.494,0.287,0.287,286.5,284.3,-6.232,-6.054
"2026-03-17 20:18:00",143,13.46,-6.068,-6.06,74.16,74.14,0,1.391,0,1.666,13.25,1012.487,0.282,0.287,286.4,284.2,-6.23,-6.054
"2026-03-17 20:19:00",144,13.46,-6.072,-6.077,74.26,74.43,0.011,1.442,0.309,1.764,7.799,1012.472,0.287,0.287,286.5,284,-6.217,-6.059
"2026-03-17 20:20:00",145,13.46,-6.079,-6.094,74.35,74.11,0,1.456,0,1.862,4.089,1012.455,0.287,0.278,286.4,283.8,-6.224,-6.063
"2026-03-17 20:21:00",146,13.46,-6.092,-6.098,74.32,74.32,0,1.214,0,1.666,0.071,1012.438,0.254,0.177,286.3,283.9,-6.225,-6.07
"2026-03-17 20:22:00",147,13.46,-6.097,-6.108,74.55,74.94,0.001,1.075,0.051,1.372,0.083,1012.416,0.159,0.096,286.4,284.1,-6.221,-6.082
"2026-03-17 20:23:00",148,13.46,-6.111,-6.135,74.73,75.28,0,0.973,0,1.176,0.077,1012.406,0.148,0.105,286.3,284.2,-6.224,-6.085
"2026-03-17 20:24:00",149,13.46,-6.128,-6.158,74.78,75.34,0,1.171,0,1.372,2.148,1012.401,0.082,0,286.3,284.1,-6.231,-6.084
"2026-03-17 20:25:00",150,13.46,-6.148,-6.178,75.05,75.96,0,1.212,0,1.47,12.44,1012.427,0.053,0,286.3,283.8,-6.234,-6.087
"2026-03-17 20:26:00",151,13.46,-6.162,-6.204,75.27,76.21,0,1.517,0,1.764,17.55,1012.434,0,0,286.3,283.7,-6.236,-6.091
"2026-03-17 20:27:00",152,13.46,-6.188,-6.224,75.52,76.14,0,1.584,0,1.862,16.76,1012.432,0,0,286.3,284,-6.248,-6.1
"2026-03-17 20:28:00",153,13.46,-6.203,-6.236,75.61,76.05,0,1.613,0,1.862,7.639,1012.43,0,0,286.3,284.6,-6.251,-6.107
"2026-03-17 20:29:00",154,13.46,-6.213,-6.242,75.81,76.28,0.334,1.558,1.081,1.96,354.5,1012.407,0,0,286.4,284.9,-6.252,-6.101
"2026-03-17 20:30:00",155,13.46,-6.225,-6.251,75.95,76.37,1.028,1.875,1.39,2.156,351,1012.399,0,0,286.5,285.1,-6.251,-6.1
"2026-03-17 20:31:00",156,13.46,-6.242,-6.264,76.08,76.12,1.277,2.098,1.493,2.254,352.8,1012.385,0,0,286.5,285.3,-6.256,-6.11
"2026-03-17 20:32:00",157,13.46,-6.257,-6.271,76.29,76.14,1.334,2.188,1.544,2.352,1.586,1012.394,0,0,286.5,285.1,-6.266,-6.109
"2026-03-17 20:33:00",158,13.46,-6.28,-6.284,76.36,76.38,1.22,2.06,1.596,2.254,2.16,1012.392,0,0,286.5,284.9,-6.272,-6.11
"2026-03-17 20:34:00",159,13.45,-6.299,-6.306,76.57,76.76,0.951,1.812,1.184,1.96,2.154,1012.393,0,0,286.5,285,-6.269,-6.117
"2026-03-17 20:35:00",160,13.46,-6.318,-6.33,76.63,77.04,0.522,1.506,0.978,1.862,10.62,1012.392,0,0,286.5,284.9,-6.276,-6.122
"2026-03-17 20:36:00",161,13.46,-6.336,-6.35,76.87,77.67,0.006,1.16,0.309,1.372,10.95,1012.394,0,0,286.5,284.7,-6.288,-6.125
